23, 0, 5
24, 0, 5
25, 0, 5
26, 0, 5
19, 0, 6
20, 0, 6
21, 0, 6
22, 0, 6
23, 0, 6
24, 0, 6
25, 0, 6
26, 0, 6
27, 0, 6
28, 0, 6
29, 0, 6
30, 0, 6
31, 0, 6
16, 0, 7
17, 0, 7
18, 0, 7
19, 0, 7
20, 0, 7
21, 0, 7
29, 0, 7
30, 0, 7
31, 0, 7
32, 0, 7
33, 0, 7
34, 0, 7
15, 0, 8
16, 0, 8
33, 0, 8
34, 0, 8
35, 0, 8
15, 0, 9
35, 0, 9
25, 1, 4
21, 1, 5
22, 1, 5
23, 1, 5
24, 1, 5
25, 1, 5
26, 1, 5
27, 1, 5
28, 1, 5
29, 1, 5
17, 1, 6
18, 1, 6
19, 1, 6
20, 1, 6
21, 1, 6
22, 1, 6
23, 1, 6
27, 1, 6
28, 1, 6
29, 1, 6
30, 1, 6
31, 1, 6
32, 1, 6
33, 1, 6
16, 1, 7
17, 1, 7
18, 1, 7
19, 1, 7
31, 1, 7
32, 1, 7
33, 1, 7
34, 1, 7
14, 1, 8
15, 1, 8
16, 1, 8
34, 1, 8
35, 1, 8
36, 1, 8
13, 1, 9
14, 1, 9
15, 1, 9
35, 1, 9
36, 1, 9
37, 1, 9
12, 1, 10
13, 1, 10
36, 1, 10
37, 1, 10
38, 1, 10
11, 1, 11
12, 1, 11
38, 1, 11
39, 1, 11
11, 1, 12
39, 1, 12
22, 2, 4
23, 2, 4
24, 2, 4
25, 2, 4
26, 2, 4
27, 2, 4
19, 2, 5
20, 2, 5
21, 2, 5
22, 2, 5
23, 2, 5
24, 2, 5
26, 2, 5
27, 2, 5
28, 2, 5
29, 2, 5
30, 2, 5
31, 2, 5
16, 2, 6
17, 2, 6
18, 2, 6
19, 2, 6
20, 2, 6
21, 2, 6
29, 2, 6
30, 2, 6
31, 2, 6
32, 2, 6
33, 2, 6
34, 2, 6
15, 2, 7
16, 2, 7
17, 2, 7
33, 2, 7
34, 2, 7
35, 2, 7
14, 2, 8
15, 2, 8
35, 2, 8
36, 2, 8
12, 2, 9
13, 2, 9
14, 2, 9
36, 2, 9
37, 2, 9
38, 2, 9
11, 2, 10
13, 2, 10
37, 2, 10
39, 2, 10
10, 2, 11
12, 2, 11
38, 2, 11
40, 2, 11
9, 2, 12
10, 2, 12
11, 2, 12
39, 2, 12
40, 2, 12
8, 2, 13
9, 2, 13
40, 2, 13
41, 2, 13
42, 2, 13
8, 2, 14
42, 2, 14
24, 3, 3
25, 3, 3
26, 3, 3
20, 3, 4
21, 3, 4
22, 3, 4
23, 3, 4
24, 3, 4
25, 3, 4
26, 3, 4
27, 3, 4
28, 3, 4
29, 3, 4
30, 3, 4
17, 3, 5
18, 3, 5
19, 3, 5
20, 3, 5
21, 3, 5
22, 3, 5
28, 3, 5
29, 3, 5
30, 3, 5
31, 3, 5
32, 3, 5
33, 3, 5
15, 3, 6
16, 3, 6
17, 3, 6
18, 3, 6
31, 3, 6
32, 3, 6
33, 3, 6
34, 3, 6
35, 3, 6
14, 3, 7
15, 3, 7
34, 3, 7
35, 3, 7
36, 3, 7
13, 3, 8
14, 3, 8
36, 3, 8
37, 3, 8
12, 3, 9
13, 3, 9
37, 3, 9
38, 3, 9
11, 3, 10
12, 3, 10
38, 3, 10
39, 3, 10
10, 3, 11
11, 3, 11
39, 3, 11
40, 3, 11
8, 3, 12
9, 3, 12
10, 3, 12
40, 3, 12
41, 3, 12
42, 3, 12
8, 3, 13
9, 3, 13
41, 3, 13
42, 3, 13
7, 3, 14
8, 3, 14
42, 3, 14
7, 3, 15
8, 3, 15
42, 3, 15
43, 3, 15
6, 3, 16
7, 3, 16
43, 3, 16
6, 3, 17
43, 3, 17
44, 3, 17
22, 4, 3
23, 4, 3
24, 4, 3
25, 4, 3
26, 4, 3
27, 4, 3
28, 4, 3
18, 4, 4
19, 4, 4
20, 4, 4
21, 4, 4
22, 4, 4
23, 4, 4
24, 4, 4
26, 4, 4
27, 4, 4
28, 4, 4
29, 4, 4
30, 4, 4
31, 4, 4
32, 4, 4
16, 4, 5
17, 4, 5
18, 4, 5
19, 4, 5
20, 4, 5
30, 4, 5
31, 4, 5
32, 4, 5
33, 4, 5
34, 4, 5
14, 4, 6
15, 4, 6
16, 4, 6
34, 4, 6
35, 4, 6
13, 4, 7
15, 4, 7
35, 4, 7
36, 4, 7
37, 4, 7
12, 4, 8
14, 4, 8
36, 4, 8
38, 4, 8
11, 4, 9
13, 4, 9
37, 4, 9
38, 4, 9
39, 4, 9
10, 4, 10
11, 4, 10
12, 4, 10
39, 4, 10
40, 4, 10
9, 4, 11
10, 4, 11
40, 4, 11
41, 4, 11
8, 4, 12
9, 4, 12
41, 4, 12
42, 4, 12
7, 4, 13
8, 4, 13
42, 4, 13
7, 4, 14
8, 4, 14
42, 4, 14
43, 4, 14
6, 4, 15
7, 4, 15
43, 4, 15
6, 4, 16
7, 4, 16
43, 4, 16
44, 4, 16
6, 4, 17
44, 4, 17
5, 4, 18
6, 4, 18
44, 4, 18
45, 4, 18
5, 4, 19
45, 4, 19
4, 4, 20
5, 4, 20
45, 4, 20
46, 4, 20
23, 5, 2
24, 5, 2
25, 5, 2
26, 5, 2
27, 5, 2
20, 5, 3
21, 5, 3
22, 5, 3
23, 5, 3
24, 5, 3
25, 5, 3
26, 5, 3
27, 5, 3
28, 5, 3
29, 5, 3
30, 5, 3
31, 5, 3
16, 5, 4
17, 5, 4
18, 5, 4
19, 5, 4
20, 5, 4
21, 5, 4
29, 5, 4
30, 5, 4
31, 5, 4
32, 5, 4
33, 5, 4
34, 5, 4
15, 5, 5
16, 5, 5
17, 5, 5
32, 5, 5
33, 5, 5
34, 5, 5
35, 5, 5
14, 5, 6
15, 5, 6
35, 5, 6
36, 5, 6
13, 5, 7
14, 5, 7
36, 5, 7
37, 5, 7
11, 5, 8
12, 5, 8
13, 5, 8
37, 5, 8
38, 5, 8
10, 5, 9
12, 5, 9
38, 5, 9
39, 5, 9
40, 5, 9
9, 5, 10
11, 5, 10
39, 5, 10
41, 5, 10
8, 5, 11
10, 5, 11
40, 5, 11
42, 5, 11
8, 5, 12
9, 5, 12
41, 5, 12
42, 5, 12
7, 5, 13
8, 5, 13
42, 5, 13
43, 5, 13
7, 5, 14
43, 5, 14
6, 5, 15
7, 5, 15
43, 5, 15
44, 5, 15
6, 5, 16
43, 5, 16
44, 5, 16
5, 5, 17
6, 5, 17
44, 5, 17
45, 5, 17
5, 5, 18
45, 5, 18
4, 5, 19
5, 5, 19
45, 5, 19
46, 5, 19
4, 5, 20
45, 5, 20
46, 5, 20
3, 5, 21
4, 5, 21
46, 5, 21
47, 5, 21
3, 5, 22
46, 5, 22
47, 5, 22
3, 5, 23
47, 5, 23
25, 6, 1
21, 6, 2
22, 6, 2
23, 6, 2
24, 6, 2
25, 6, 2
26, 6, 2
27, 6, 2
28, 6, 2
29, 6, 2
17, 6, 3
18, 6, 3
19, 6, 3
20, 6, 3
21, 6, 3
22, 6, 3
23, 6, 3
27, 6, 3
28, 6, 3
29, 6, 3
30, 6, 3
31, 6, 3
32, 6, 3
33, 6, 3
15, 6, 4
16, 6, 4
17, 6, 4
18, 6, 4
19, 6, 4
31, 6, 4
32, 6, 4
33, 6, 4
34, 6, 4
35, 6, 4
14, 6, 5
16, 6, 5
34, 6, 5
36, 6, 5
13, 6, 6
14, 6, 6
15, 6, 6
35, 6, 6
36, 6, 6
37, 6, 6
12, 6, 7
13, 6, 7
37, 6, 7
38, 6, 7
11, 6, 8
12, 6, 8
38, 6, 8
39, 6, 8
10, 6, 9
11, 6, 9
39, 6, 9
40, 6, 9
8, 6, 10
9, 6, 10
10, 6, 10
40, 6, 10
41, 6, 10
8, 6, 11
9, 6, 11
41, 6, 11
42, 6, 11
7, 6, 12
8, 6, 12
42, 6, 12
43, 6, 12
7, 6, 13
42, 6, 13
43, 6, 13
6, 6, 14
7, 6, 14
43, 6, 14
44, 6, 14
6, 6, 15
43, 6, 15
44, 6, 15
5, 6, 16
6, 6, 16
44, 6, 16
45, 6, 16
5, 6, 17
6, 6, 17
44, 6, 17
45, 6, 17
4, 6, 18
5, 6, 18
45, 6, 18
46, 6, 18
4, 6, 19
5, 6, 19
45, 6, 19
46, 6, 19
3, 6, 20
4, 6, 20
46, 6, 20
3, 6, 21
4, 6, 21
46, 6, 21
47, 6, 21
3, 6, 22
47, 6, 22
3, 6, 23
47, 6, 23
3, 6, 24
47, 6, 24
3, 6, 25
47, 6, 25
3, 6, 26
47, 6, 26
22, 7, 1
23, 7, 1
24, 7, 1
25, 7, 1
26, 7, 1
27, 7, 1
19, 7, 2
20, 7, 2
21, 7, 2
22, 7, 2
23, 7, 2
24, 7, 2
26, 7, 2
27, 7, 2
28, 7, 2
29, 7, 2
30, 7, 2
31, 7, 2
16, 7, 3
17, 7, 3
18, 7, 3
19, 7, 3
20, 7, 3
29, 7, 3
30, 7, 3
31, 7, 3
32, 7, 3
33, 7, 3
34, 7, 3
15, 7, 4
16, 7, 4
17, 7, 4
33, 7, 4
34, 7, 4
35, 7, 4
13, 7, 5
14, 7, 5
15, 7, 5
35, 7, 5
36, 7, 5
12, 7, 6
14, 7, 6
36, 7, 6
37, 7, 6
38, 7, 6
11, 7, 7
13, 7, 7
37, 7, 7
39, 7, 7
10, 7, 8
12, 7, 8
38, 7, 8
40, 7, 8
9, 7, 9
10, 7, 9
11, 7, 9
39, 7, 9
40, 7, 9
41, 7, 9
8, 7, 10
9, 7, 10
41, 7, 10
42, 7, 10
7, 7, 11
8, 7, 11
42, 7, 11
43, 7, 11
7, 7, 12
8, 7, 12
42, 7, 12
43, 7, 12
6, 7, 13
7, 7, 13
43, 7, 13
44, 7, 13
6, 7, 14
7, 7, 14
43, 7, 14
44, 7, 14
5, 7, 15
6, 7, 15
44, 7, 15
45, 7, 15
5, 7, 16
